39,法定速度以内であっても、交通の状況や道路の状態に合わせて、できる限り安全な速度を選ばなくてはならない。,0,交通や道路、天候などの状況に合わせて、安全な速度で運転します。,null
40,この標識のあるところでは、車は矢印の方向以外へ進行してはならない。,0,問題の通り正解です。,img13.gif
41,図の規制標識は、荷台から３．３メートルを超える高さの車が通行できないことを表している。,1,荷台からではなく、地上から３．３メ ートルを超えてはいけません。,img14.gif
42,左側部分の幅が、６メートルの道路で追い越しをするときは、道路の中央から右側部分にはみ出して通行することができる。,1,左側部分の幅が、６メートル以上ある道路では、右側部分にはみ出して追い越しをしてはいけません。,null
43,交差点付近を通行中、緊急自動車が接近してきたときは、交差点をさけ道路の左側によって徐行する。,1,交差点を避け道路の左側によって一時停止をします。,null
44,図の標示のある部分は、その中で停止するおそれがなければ通行してもよい。問題の通り正解です。,0,問題の通り正解です。,img15.gif
45,トンネル内は、車両通行帯の有無にかかわらず追い越しが禁止されている。,1,車両通行帯があれば追い越しが出来る場合もあります。,null
46,道路に面した場所に出入りするための進路変更の合図の時期は、進路を変えようとする地点から３０メートル手前で行わなければならない。,1,進路変更の合図は、進路を変更しようとする３秒前です。,null
47,標識や標示によって最高速度が指定されていない一般道路における６６０cc以下の普通貨物自動車の最高速度は、毎時５０キロメートルである。,1,普通貨物自動車の最高速度は、毎時６０キロメートルです。,null
48,信号機の信号が青から黄に変わった場合に、停止位置で安全に停止することができるときでも、黄は止まれの信号でないのでそのまま進行してもよい。,1,停止位置で安全に停止できるときは、停止位置で停止します。,null
49,車の運転者は、止まっている通学・通園バスの側を通るときは、必ず一時停止して安全を確かめなければならない。,1,一時停止ではなく、徐行して安全を確かめれば進行できます。,null
50,交差する道路が優先道路であるときや、その幅が明らかに広いときは、必ず徐行して交差道路を通行する車などの進行を妨げてはならない。,0,問題の通り正解です。,null
51,図の標識は、「ト形道路交差点あり」を表す標識である。,1,この標識は、「合流交通あり」の標識です。,img16.gif
52,左図の標示は、前方に横断歩道または自転車横断帯ありを示しているので徐行しなければならない。,1,この標示は、「前方優先道路」であることの予告を示しています。,img17.gif
53,後方から見て二輪車のこのような合図は、腕による左折の合図である。,1,この手信号は、右折の合図です。,img18.gif
54,図の警察官の手信号で、警察官の身体に対面する交通は、黄色の灯火の信号と同じである。,1,警察官に対面している場合は、赤信 号です。,img19.gif
55,図の標識のあるところで、停止線がなかったので標識の直前で一時停止した。,1,停止線がない場合は、交差点の直前で一時停止します。,img20.gif
56,この標識は、小型特殊自動車、原動機付自転車、軽車両の通行ができないことを表している。,1,優先道路の標識なので、問題の車は通行できます。,img21.gif
57,この標識は、原動機付自転車が二段階右折をしなければならないことを表している。,0,問題の通り正解です。原動機付自転車の二段階右折をしなければならないことを表しています。,img22.gif
58,常に同じ速度であればブレーキをかけてから車が停止するまでの距離は、道路状態に関係なく常に同じである。,1,路面の状態によって停止距離は変わります。,null
59,交通巡視員は、警察官でないので、交通巡視員が行う手信号には従わなくてもよい。,1,交通巡視員の手信号にも従わなければなりません。,null
60,白や黄の杖を持って歩いている場合は、一時停止か徐行して、その通行を妨げてはならないが、盲導犬をつれて歩いているときは、一般の人と同じであるから一時停止や徐行しなくてもよい。,1,一時停止か徐行して安全に通行できるようにしなければなりません。,null
61,同一方向に三つ以上の車両通行帯があるときは、最も右側の通行帯は追い越しなどのためにあけておき、それ以外の通行帯を通行する。,0,問題の通り正解です。,null
62,追い越し禁止の場所でも、自動車で原動機付自転車を追い越すことができる。,1,車は、自動車や原動機付自転車を追い越すため、進路を変えたり、その横を通り過ぎたりしてはいけません。,null
63,道路を通行するときは、決められた交通規則を守るのはもちろん、それ以外にも道路や交通の状況に応じて細かい配慮をしなければならない。,0,問題の通り正解です。,null
64,警察官の手信号で、腕を垂直に上げたとき、上げる前の状態における警察官の身体の正面に平行する交通については、信号機の黄信号と同じ意味である。,0,問題の通り正解です。,null
65,図の標示は、最高速度が５０キロメートルであることの区間の終わりを示す道路標示である。,0,問題の通り正解です。,img23.gif
66,この標識は、警音器を鳴らさなければならない区間であることを示している。,0,問題の通り正解です。この標識は、見通しのきかない「交差点」「曲がり角」 「上り坂の頂上」を通るときは警音器を鳴らさなければなりません。,img24.gif
67,路線バスが発進の合図をしていたが、急用があったため警音器を鳴らしてその側方を通過した。,1,バスが発進の合図をしているときは、その発進を妨げては行けません。,null
68,シートベルトは、交通事故にあった場合に被害を軽減するとともに、正しい運転姿勢を保たせる事により疲労を軽減する効果がある。,0,問題の通りです。,null
69,自転車横断帯を横断している自転車がいても、その通行を妨げなければ一時停止しなくてもよい。,1,妨げなくてもその手前で、一時停止しなければなりません。,null
70,左図の標識は、「車両通行止め」の標識で、自動車の通行はできないという意味である。,1,この標識は、「車両進入禁止」の標識な ので車は進入できません。,img25.gif
71,左図の標識は、原動機付自転車が自動車と同じ方法で、右折をしなければならないことを表しているものである。,0,問題の通り正解です。,img26.gif
72,信号機の信号に対面したときは、自動車、原動機付自転車、軽車両は矢印の方向へ進むことが出きる。,1,右折する場合、軽車両は二段階右折をしなければなりません。,img27.gif
73,正面の信号が青色でも、前方の交通が混雑しているため、交差点内で止まることになり交差道路の車の通行を妨げるおそれがあるときは、その交差点内に入ってはならない。,0,問題の通り正解です。,null
74,一方通行の道路で緊急自動車に進路をゆずる場合、左側によるとかえって通行の妨げになるときは、右側に寄らなければならない。,0,問題の通り正解です。,null
75,道路標識のうち指示標識は、特定の交通方法ができることや、道路交通上決められた場所などを指示するものである。,0,問題の通り正解です。,null
76,前方の信号が赤色の灯火であっても、同時に青色の灯火の矢印が出ているときは、自動車はその方向に進むことが出きる。,0,問題の通り正解です。自動車は、前方の信号が赤であっても、矢印の方向に進むことができます。,null
77,車は、同一方向に二つの車両通行帯が設けられている道路では、原則として左側の車両通行帯を通行する。,0,問題の通り正解です。,null
78,車両通行帯のある道路で車線をしばしば変更すると後続車の迷惑となり、事故の原因になるのでなるべくしない方がよい。,0,問題の通り正解です。,null
79,横断歩道の手前で停止している車があるときは、そのそばを徐行して通ってもよい。,1,前方にでる前に必ず一時停止をしなければなりません。,null
80,標識や標示などで転回が禁止されているところでも、交通量が少なければ転回してもよい。,1,交通量が多い少ないに関係なく、標識のある場所では転回をしては行けません。,null
81,白色や黄色の杖を持っている人は、目や耳などが不自由であるから、一時停止するか徐行してその通行を妨げないようにしなければならない。,0,問題の通り正解です。,null
82,自動車を長距離運転するときはもちろん、短距離を運転するときも、自分の運転技能にあった、運転計画を立てることが必要である。,0,問題の通り正解です。,null
83,一般道路での普通自動車の法定最高速度は、普通乗用自動車は60キロメートル毎時であるが、普通貨物自動車は50キロメートル毎時である。,1,一般道路では、普通乗用自動車も普通貨物自動車も法定速度は60キロメートル毎時です。,null
84,自動車が一方通行路で右折するときは、あらかじめ道路の中央により交差点の中心の直近を徐行しなければならない。,1,一方通行の道路から右折するときは、道路の右端により交差点の中心の内側を徐行します。,null
85,交差する道路が道路標示により、中央線または、車両通行帯が交差点の中まで、連続して設けられているときは、交差道路の通行を妨げてはならない。,0,問題の通り正解です。,null
86,道路の曲がり角で、追い越しに十分な余地のあるところでは、前の車を追い越してもよい。,1,道路の曲がり角は、追い越し禁止です。,null
87,交差点を左折する場合、先に交差点に入っている右折車を妨害してでも、優先して先に通行することができる。,1,無理に右折車の通行を妨げては行けません。,null
88,信号機のある踏切では、信号が青色であれば、窓をあけたり一時停止や徐行しないで通過してもよい。,1,一時停止をしなくてもよいが、安全確認はしなければなりません。,null
89,上り坂の頂上付近以外では自動車の追い越しは禁止されていないが、勾配の急な下り坂は追い越しは禁止されている。,0,問題の通り正解です。追い越し禁止場所です。,null
90,大型免許を受けていれば、大型自動車、普通自動車、大型自動二輪車、小型特殊自動車、原動機付自転車を運転することができる。,1,大型免許で、大型自動二輪車は運転できません。,null
91,図の標識は、この先１００メートルの区間は「車両通行止め」であることを示す標識である。,1,前方１００メートルからが車両通行止めの意味です。,img28.jpg
92,図の標識は、この先に右側からの道路と交差する交差点があることを表しているものである。,0,問題の通り正解です。,img29.gif
93,図の標示があるところでは、必ず標示に従って通行しなければならない。,1,急な道路の曲がり角にあり、車が道路の中央から右の部分を通行できる意味です。,img30.jpg
94,左図の道路標示の設けられた場所に近づいてきたときは、横断しようとしている自転車がいないことがあきらかな場合の他 は、その手前で停止できるように速度を落として進まなければならない。,0,問題の通り正解です。,img31.jpg
95,車両通行帯が黄色の線で区画されているところでは、たとえ右折や左折のためであっても、黄線を越えて進路を変えてはならない。,0,問題の通りです。,null
96,仮免許で路上練習する場合は、運転経験に関係なくその自動車を運転することができる免許を持っている人の同乗指導を受ければよい。,1,教習指導員、その車を運転できる第一種免許を３年以上の経験のある人、その車を運転できる第二種免許を受けている人、を運転者席の横に乗せて、その指導を受けなければなりません。,null
97,見通しのよい道路の曲がり角付近を通行するときは、徐行しなくてもよい。,1,見通しのいい、悪いに関係なく徐行しなければなりません。,null
98,正面の信号が赤色の点滅をしているときは、一時停止か徐行しながら安全を確かめて進むことが出きる。,1,必ず一時停止をして安全確認をした後、進行します。,null
99,幼稚園の付近を通行中、先生が多数の園児を連れて歩いていたので、徐行しながらその側を通過した。,0,問題の通り正解です。,null
100,信号が赤色で停止中、急用があるときは携帯電話を使用してもよい。,1,信号が赤で停止中でも携帯電話をしては行けません。,null
101,乗車定員5人の乗用車に運転者の他に10歳1人、11歳2人、12歳2人、合計5人の子供が乗車した。,0,問題の通り正解です。,null
102,左図の標識のあるところでは、右折ができない。,0,問題の通り正解です。,D_img10.gif
103,信号機の信号が黄色の点滅信号のとき、歩行者や車は他の交通に注意して進むことができる。,0,問題の通り正解です。,null
104,高速走行するとき、新しいタイヤで路面が乾いている道路を毎時１００キロメートルで走行した場合の車間距離は約１００メートルである。,0,問題の通り正解です。,null
105,故障車をロープでけん引するときは、けん引免許は必要ないが、クレーン車でけん引するときは、けん引免が必要である。,1,ロープやクレーン車でけん引するときは、けん引免許は必要ありません。,null
106,左図の標識は、車は通行できないが歩行者は通行できることを表している。,0,問題の通り正解です。,D_img11.gif
107,停留所に停止している路線バスに追いついたときは、後方で一時停止をし、路線バスが発進するまでその横を通過してはならない。,1,路線バスの発進を妨げなければ、後方で停止して待つ必要はありません。,null
108,横断歩道に近づいたところ、横断歩道の直前に停止している車があったが、横断しようとする人がいなかったので徐行して進行した。,1,横断する人がいないときでも、横断歩道の直前で一時停止をしなければなりません。,null
109,けん引するための構造と装置のある車が、けん引されるための構造と装置のある車両総重量が750キログラムの車をけん引するときには、けん引免許は必要ではない。,0,問題の通り正解です。,null
110,車の右側の道路上に３．５メートル以上の余地が取れなくても、駐車禁止の標識がない場合は、人を待つため駐車することができる。,1,駐車禁止の標識がなくても、車の右側の道路上に３．５メートル以上の余地がない場所では、駐車することはできません。,null
111,図の標識のある場所では、大型貨物自動車と普通貨物自動車の通行が禁止されている。,1,この標識は、「大型貨物自動車等通行止め」の規制標識で、大型貨物自動車と特定中型貨物自動車、大型特殊自動車が通行できません。,D_img12.gif
112,荷物の見張りのため必要最小限度の人員は、警察署長の許可がなくても、荷台に乗車することができる。,0,問題の通り正解です。,null
113,夜間、市街地などを通行するときは、道路照明などにより、５０メートル先が見える場合は、前照灯はつけなくてよい。,1,夜間、道路を走行するときは、前照灯をつけなければなりません。,null
114,時速４０キロメートルで車が走っているとき、危険を感じてブレーキをかけたときの空走距離は約２２メートルである。,1,空走距離は１１メートルです。,null
115,左図の標識のある時間制限駐車区間では、パーキングメーターを作動させたり、パーキングチケットの発給を受けたときから１時間を越えて駐車してはならない。,0,問題の通り正解です。,D_img13.gif
116,左右の見通しのきかない交差点（交通整理が行われている場合や、優先道路を通行している場合を除く。）は徐行しなければならないが、交通の状況によっては一時停止をする必要もある。,0,問題の通り正解です。,null
117,この標識のある道路では、最大積載量が３トンの普通貨物自動車は通行することができる。,1,この規制標識は、「特定の最大積載量以上の貨物自動車等通行止め」の標識で、補助標識で示された最大積載量以上の貨物自動車と大型特殊自動車は通行できません。,D_img14.gif
118,昼間、高速道路で燃料切れのため停止して停止表示機材を置くときは、発炎筒を使って合図をするなど後続車に注意をうながすのがよい。,0,問題の通り正解です。,null
119,前方の信号が青色の灯火のときは、どんな交差点でも自動車、原動機付自転車はともに直進、左折、右折することができる。,1,二段階右折の標識のあるところ、交通整理が行われており、車両通行帯が三つ以上ある交差点は原付は右折できません。,null
120,交通量の多いところでは、四輪車はできるだけ左側のドアから乗り降りするとよい。,0,問題の通り正解です。,null
121,大型貨物自動車は、積載物の有無にかかわらず、高速自動車国道の上り坂では登坂車線を通行しなければならない。,1,荷物を積んだ貨物自動車など速度の遅い車が登坂車線を利用します。(本線車道ではないので、最低速度に達しない速度で通行できます。),null
122,運転者の心理状態や健康状態は運転に大きく影響し、交通事故の原因となることがある。,0,問題の通り正解です。,null
123,交差点の信号機の信号が黄色に変わったとき、安全に停止できる状態のときは、交通量の多いときでも少ないときでも、停止線の直前で停止しなければならない。,0,問題の通り正解です。,null
124,道路は多数の人や車が通行するところであるから、自分ひとりくらい交通ルールを無視して通行しても、まわりに迷惑をかけることはない。,1,交通ルールを無視することは事故につながり大変危険です。,null
125,夜間、道路幅が５．５メートル以上の暗い道路で駐停車するときは、非常点滅表示灯か駐車等又は尾灯をつけるか、停止表示器材を表示しなければならない。,0,問題の通り正解です。,null
126,信号待ちをしていて、信号が青色の灯火になったときは、他の車や歩行者に十分注意し、安全を確認してからでなければ発進をしてはならない。,0,問題の通り正解です。,null
127,図の警察官の手信号で、矢印の方向の交通は、赤色の信号と同じ意味である。,0,問題の通り正解です。,D_img15.img
128,下り坂でブレーキが効かなくなったときには、ハンドブレーキを引いても効果がなければ、最後の手段として山側に車体を接触させて止めるかタイヤを溝に落として止める。,0,問題の通り正解です。,null
129,自動二輪車が走行中、危険を避けるためやむを得ずカーブの直前で急ブレーキをかける場合は、クラッチを切り前後輪のブレーキを同時にかける。,1,急ブレーキをかけるときは、クラッチを切らないで前後輪ブレーキを同時にかけます。,null
130,坂道で上から路線バス、下から普通貨物自動車が行き違うときは、一般的には普通貨物自動車が進路をゆずる。,1,上り坂の発進が難しいので下りの車が上りの車に進路をゆずります。,null
131,車両通行帯のある広いトンネルの中では、駐停車は禁止されていない。,1,トンネルの中は、車両通行帯があってもなくても駐停車は禁止されています。,null
132,昼間、故障などで車を道路の端に駐車するときは、トランクを開けて駐車していることを知らせる方法もある。,0,問題の通り正解です。,null
133,交通事故を起こしても相手の怪我が軽く、相手と話し合いがつけば、警察官に知らせる必要はない。,1,怪我が軽くても必ず警察官に届け出なくてはいけません。また事故証明書がないと保険がおりない場合があります。,null
134,夜間、見通しの悪い交差点やカーブなどの手前では、前照灯を上向きに変えるか点滅して、他の車や歩行者に自車の接近を知らせるようにする。,0,問題の通り正解です。,null
135,前方の信号が赤色や黄色の灯火であっても、道路の左側などに左図のような標示板があるときは、自動車と原動機付自転車は左折することができるが、軽車両は左折できない。,1,車は、まわりの交通に注意して左折できます。,D_img16.img
136,左図の標識のある道路では、乗車定員１１人乗りの乗用自動車は通行できない。,0,問題の通り正解です。,D_img17.gif
137,高速道路で故障などのため大型自動車や普通自動車を運転することができなくなったときは、車の後方に停止表示器材を置き、夜間（昼間でも視界が２００メートル以下のとき）は、合わせて非常点滅表示灯や駐車灯又は尾灯をつけなければならない。,0,問題の通り正解です。,null
138,正面の信号機の信号が赤色の灯火で、同時に青色の矢印信号が左へ出たときは、自動車や原動機付自転車が矢印の方向へ進むことができるが、軽車両は進むことはできない。,1,矢印信号が左へ出たときは、軽車両も左折できます。,null
139,車庫の出入り口から３メートル以内は駐車することはできないが、その車庫の関係者や本人なら車庫の前に駐車してもよい。,1,その車庫の関係者や本人でも駐車することはできません。,null
140,運転中に目が疲れたときは、見通しのよい直線部分で速度を落として、まわりの景色を眺めながら運転するとよい。,1,疲れを感じたら車を止めて休憩します。,null
141,乗車定員５人の乗用車には、運転者のほかに大人が１人乗っている場合は、１２歳未満の子供はあと５人まで乗せることができる。,1,あと大人が３人乗れるので、１２歳未満の子供は（3×1.5人＝4.5人）４人乗れることになります。,null
142,故障車をロープでけん引する場合、故障車にはその車を運転できる免許を持っている者が乗って、ハンドルその他の装置を操作しなければならない。,0,問題の通り正解です。,null
143,荷台に荷物を積んだとき、方向指示器、尾灯、制動灯、ナンバープレートなどが見えなくなるような積み方をしたときは、見張りの者を乗せれば運転してもよい。,1,このような場合には、乗せることはできません。,null
144,中央分離帯のない高速自動車国道の本線車道では、６６０ｃｃ以下の普通自動車の最高速度は、６０キロメートル毎時である。,0,問題の通り正解です。,null
145,こう配の急な下り坂は、加速が楽なので追い越しをするのには適した場所である。,1,速度が出すぎて危険なので追い越し禁止場所になっています。,null
146,積載物の重量や大きさが規定の制限を越える場合でも、分割できない荷物であれば、出発地警察署長の許可を受ければ積むことができる。,0,問題の通り正解です。,null
147,左図のような標識のある道路で駐車する場合、B車は違反にならないが、A車は駐車違反になる。,0,問題の通り正解です。,D_img18.img
148,昼間、高速道路で故障し路肩へ止めるときは、普通自動車は非常点滅表示灯をつければ停止表示器材は置かなくてもよい。,1,高速道路では、必ず停止表示器材を車の後方に置かなくてはなりません。,null
149,消火栓や指定消防水利の標識のあるところ、消防用機械器具の置場、消防用防火水槽とこれらの道路に接する出入り口から５メートル以内は駐車禁止である。,0,問題の通り正解です。,null
150,左の図は、（後方から見て）右折か転回または同一方向に進行しながら進路を右方へ変えるときの合図である。,0,問題の通り正解です。,D_img19.img
151,上り坂の頂上付近や勾配の急な下り坂は駐停車禁止であるが、勾配の急な上り坂は、駐停車禁止ではない。,1,勾配の急な上り坂も駐停車禁止場所です。,null
152,この標識のある道路では、駐車したとき車の右側に６メートル以上の余地が取れないときは、駐車してはならない。,0,問題の通り正解です。,D_img20.gif
153,交差点以外で横断歩道も自転車横断帯も踏み切りもないところで、警察官や交通巡視員が手信号で止まれの指示をしているときの停止位置は、警察官や交通巡視員の３メートル手前である。,1,停止位置は、警察官や交通巡視員の１メートル手前です。,null
154,マフラーの故障のため騒音を出したり、煙を多量に出すような車は、他人に迷惑をかけるので運転が禁止されている。,0,問題の通り正解です。,null
155,踏切内で故障などのため動けなくなった時は、一刻も早く列車の運転士に知らせることと、車を速やかに踏み切りの外に出すことが大切である。,0,問題の通り正解です。,null
156,交通事故で負傷者がいないときでも、事故の発生場所や物の損壊程度、事故にあった車の積載物などを警察官に届け出なくてはならない。,0,問題の通り正解です。,null
157,片側が転落のおそれのある崖になっている狭い道路での行き違いでは、崖と反対側の車があらかじめ停止して、崖側の車を先に通すようにする。,1,崖側は危険度がたかいので崖側の車が停止して道をゆずる。,null
158,故障車をロープでけん引するときは、けん引する車の前端からけん引される車の後端までの長さが、２５メートルをこえてはならない。,0,問題の通り正解です。,null
159,自動車の前面ガラスには、法令で規定された以外のものは、貼ってはいけない。,0,問題の通り正解です。,null
160,大型自動二輪車や普通自動二輪車の二人乗りは、高速自動車国道では禁止されているが自動車専用道路では禁止されていない。,1,高速自動車国道や自動車専用道路でも二人乗り運転をすることができます。,null
161,この標識は、横断歩道だけでなく、あわせて自転車専用通行帯が設けられていることを表している。,1,自転車専用通行帯ではなく、自転車横断帯が設けられていることを表している。,D_img21.gif
162,路面電車が安全地帯のある停留所で停止していたが、乗り降りする人がいなかったので、徐行しないでその側方を通過した。,1,乗り降りする人がいなくても徐行しなければいけません。,null
163,二輪車でブレーキをかけるときは、車体を垂直に保ち、ハンドルを切らないで、エンジンブレーキをきかせながら前後輪のブレーキを同時にかけるのがよい。,0,問題の通り正解です。,null
164,車を運転するときは、酒を飲んで運転をしてはならないが、ビールはアルコール分が少ないので少しぐらいなら飲んで運転をしてもよい。,1,お酒アルコール類）はたとえ少量でも飲んで運転してはいけません。,null
165,子供は興味を引くものに夢中になり、突然道路上に飛び出すことがあるので、子供がいる場合には、車の運転者は特に注意して通行しなければならない。,0,問題の通り正解です。,null
166,交差点とその付近は、最も交通事故の多い危険な場所なので、歩行者や他の車に注意するとともに、見えないところにひそむ危険を予測して、できるかぎり安全な速度と方法で通行しなければならない。,0,問題の通り正解です。,null
167,左図の標示は、前方の交差する道路に対して優先道路であることを表している。,1,「前方優先道路」の表示であり、 交差する道路が優先道路であることを表しています。,D_img22.gif
168,警察署や消防署の道路に左図のような道路標示があるときは、その場所は通行してもよいが、停止をしてはならない場所であることを示している。,0,問題の通り正解です。,D_img23.img
169,標識や標示は、交通の安全と円滑のために車を「どのように運転すべきか」または「どのように運転してはいけないか」などを運転者に示している。,0,問題の通り正解です。,null
170,黄色の線で区画されている車両通行帯では、緊急自動車が接近してきても進路変更してはならない。,1,緊急自動車に進路をゆずるときや道路工事などで通行できないときは、黄線をこえて進路変更ができます。,null
171,危険を避けるためであっても、警音器を鳴らす前に速度を落とすべきである。,0,問題の通り正解です。,null
172,夜間、横断歩道付近で対向車と行き違うとき、横断歩行者は見えなかったが、自分の車のライトと対向車のライトで道路の中央付近にいる歩行者が見えなくなることがあるので、速度を落として通行した。,0,問題の通り正解です。（この現象を蒸発現象といいます。）,null
173,高速自動車国道の本線車道が道路の構造上往復の方向別に分離されていない区間での最高速度は、一般道路と同じである。,0,問題の通り正解です。,null
174,この標識があったので、速度を５０キロメートル毎時から２０キロメートル毎時まで落として進行した。,1,２０キロメートル毎時まで速度を落としても徐行したとはいえません。,D_img24.gif
175,シートベルトの腰ベルトは、腹部にかけると万一のとき強い圧迫をうけ危険な場合があるので、骨盤を巻くようにしめるようにするとよい。,0,問題の通り正解です。,null
